auth_last,auth_first,publ_date,auth_gender,author_id
James,P. D,1967,F,6404
Naipaul,V. S.,1967,M,6405
Wilson,Angus,1967,M,6406
Clarke,Arthur C.,1968,M,6407
Fuentes,Carlos,1968,M,6408
Solzhenitsyn,Aleksandr Isaevich,1968,M,6409
Youd,Sam,1969,M,6410
Du Maurier,Daphne,1969,F,6411
Lessing,Doris,1969,F,6412
MacLean,Alistair,1969,M,6413
Delderfield,R. F.,1970,M,6414
Snow,C. P.,1970,M,6415
Spark,Muriel,1970,F,6416
White,Patrick,1970,M,6417
Cookson,Catherine,1971,F,6418
Forsyth,Frederick,1971,M,6419
Jarman,Rosemary Hawley,1971,F,6420
MacLean,Alistair,1971,M,6421
Adams,Richard,1972,M,6422
Hibbert,Eleanor,1972,F,6423
Gee,Maurice,1972,M,6424
Christie,Agatha,1972,F,6425
Renault,Mary,1972,F,6426
Hodge,Jane Aiken,1973,F,6427
Hughes,Richard Arthur Warren,1973,M,6428
Jarman,Rosemary Hawley,1973,F,6429
Brunner,John,1974,M,6430
Gardner,John,1974,M,6431
Howatch,Susan,1974,F,6432
Johnston,Jennifer,1974,F,6433
Heyer,Georgette,1975,F,6434
Macdonald,Malcolm,1975,M,6435
Naipaul,V. S.,1975,M,6436
Rendell,Ruth,1975,F,6437
Atwood,Margaret,1976,F,6438
Ondaatje,Michael,1976,M,6439
Saint,Dora Jessie,1976,F,6440
Archer,Jeffrey,1977,M,6441
Fowles,John,1977,M,6442
James,P. D,1977,F,6443
White,T. H.,1977,M,6444
Gash,Jonathan,1978,M,6445
Gedge,Pauline,1978,F,6446
Macdonald,Malcolm,1978,M,6447
Rendell,Ruth,1978,F,6448
Hibbert,Eleanor,1979,F,6449
Emecheta,Buchi,1979,F,6450
Gordimer,Nadine,1979,F,6451
Naipaul,V. S.,1979,M,6452
Adams,Richard,1980,M,6453
Archer,Jeffrey,1980,M,6454
Burgess,Anthony,1980,M,6455
Drabble,Margaret,1980,F,6456
Edwards,G. B.,1981,M,6457
Gordimer,Nadine,1981,F,6458
Pargeter,Edith,1981,F,6459
Thomas,D. M,1981,M,6460
Aldiss,Brian W.,1982,M,6461
Dunnett,Dorothy,1982,F,6462
Grey,Anthony,1982,M,6463
Lovesey,Peter,1982,M,6464
Aldiss,Brian W.,1983,M,6465
Barnard,Robert,1983,M,6466
Bradford,Barbara Taylor,1983,F,6467
MacLaverty,Bernard,1983,M,6468
Archer,Jeffrey,1984,M,6469
Brookner,Anita,1984,F,6470
Pargeter,Edith,1984,F,6471
Weldon,Fay,1984,F,6472
Bradford,Barbara Taylor,1985,F,6473
Brookner,Anita,1985,F,6474
Fowles,John,1985,M,6475
Smith,Wilbur A,1985,M,6476
Munro,Alice,1986,F,6477
Oke,Janette,1986,F,6478
Pym,Barbara,1986,F,6479
Conran,Shirley,1987,F,6480
Gregory,Philippa,1987,F,6481
Pilcher,Rosamunde,1987,F,6482
Rutherfurd,Edward,1987,M,6483
Atwood,Margaret,1988,F,6484
Cornwell,Bernard,1988,M,6485
Rendell,Ruth,1988,F,6486
Adler,Elizabeth,1989,F,6487
Binchy,Maeve,1989,F,6488
Follett,Ken,1989,M,6489
Patterson,Harry,1989,M,6490
Beaton,M. C,1990,F,6491
Collins,Jackie,1990,F,6492
Gregory,Philippa,1990,F,6493
Adler,Warren,1991,M,6494
Adler,Warren,1991,M,6495
Adler,Warren,1991,M,6496
Arnason,Eleanor,1991,F,6497
Barker,Clive,1991,M,6498
Begiebing,Robert J.,1991,M,6499
Begleiter,Ludwik,1991,M,6500
Blauner,Peter,1991,M,6501
Blaylock,James P.,1991,M,6502
Bowen,Peter,1991,M,6503
Boyd,Blanche M.,1991,F,6504
Boyne,Walter J.,1991,M,6505
Bradford,Barbara Taylor,1991,F,6506
Brooks,Terry,1991,M,6507
Brown,Larry,1991,M,6508
Brown,Sandra,1991,F,6509
Brust,Steven,1991,M,6510
Buckley,Christopher,1991,M,6511
Bunn,T. Davis,1991,M,6512
Burke,Martyn,1991,M,6513
Burns,Rex,1991,0,6514
Campbell,John T.,1991,M,6515
Cohen,Sharleen Cooper,1991,F,6516
Collins,Max Allan,1991,M,6517
Coover,Robert,1991,M,6518
Corman,Avery,1991,M,6519
Cornwell,Patricia Daniels,1991,F,6520
Crider,Bill,1991,M,6521
Crider,Bill,1991,M,6522
D'Amato,Barbara,1991,F,6523
Dart,Iris Rainer,1991,F,6524
De Haven,Tom,1991,M,6525
Deaver,Jeffery,1991,M,6526
DeLillo,Don,1991,M,6527
Delinsky,Barbara,1991,F,6528
Dickinson,Charles,1991,M,6529
Dickson,Gordon R,1991,M,6530
Dold,Gaylord,1991,M,6531
Dunlap,Susan,1991,F,6532
Eberstadt,Fernanda,1991,F,6533
Edgerton,Clyde,1991,M,6534
Elkin,Stanley,1991,M,6535
Emerson,Earl W,1991,M,6536
Faherty,Terence,1991,M,6537
Files,Meg,1991,F,6538
Finder,Joseph,1991,M,6539
Forrest,Katherine V.,1991,F,6540
Friedman,Kinky,1991,M,6541
Gates,David,1991,M,6542
Gibbons,Kaye,1991,F,6543
Gibson,William,1991,M,6544
Grafton,Sue,1991,F,6545
Grimes,Martha,1991,F,6546
Hall,Parnell,1991,M,6547
Hansen,Ron,1991,M,6548
Hart,Carolyn G,1991,F,6549
Hedges,Peter,1991,M,6550
Hiaasen,Carl,1991,M,6551
Inman,Robert,1991,M,6552
Jen,Gish,1991,F,6553
Johnston,Terry C.,1991,M,6554
Jones,Matthew F,1991,M,6555
Jordan,Robert,1991,M,6556
Kaminsky,Stuart M,1991,M,6557
Keillor,Garrison,1991,M,6558
Kilian,Michael,1991,M,6559
King,Stephen,1991,M,6560
King,Stephen,1991,M,6561
Lackey,Mercedes,1991,F,6562
Lackey,Mercedes,1991,F,6563
Munson,Douglas Anne,1991,F,6564
Lawhead,Steve,1991,M,6565
Leonard,Elmore,1991,M,6566
Lutz,John,1991,M,6567
Macleod,Charlotte,1991,F,6568
Macomber,Debbie,1991,F,6569
Markus,Julia,1991,F,6570
Martin,William,1991,M,6571
Mayer,Bob,1991,M,6572
McCaffrey,Anne,1991,F,6573
McCaffrey,Anne,1991,F,6574
McKillip,Patricia A,1991,F,6575
Meyers,Annette,1991,F,6576
Modesitt,L. E.,1991,M,6577
Morrell,David,1991,M,6578
Morris,Gilbert,1991,M,6579
Morris,Gilbert,1991,M,6580
Muller,Marcia,1991,F,6581
Murphy,Dallas,1991,M,6582
Murray,Albert,1991,M,6583
O'Brien,Darcy,1991,M,6584
Page,Katherine Hall,1991,F,6585
Page,Katherine Hall,1991,F,6586
Palmer,Michael,1991,M,6587
Parker,Robert B.,1991,M,6588
Paulsen,Gary,1991,M,6589
Pearson,T. R.,1991,M,6590
Peart,Jane,1991,F,6591
Pelletier,Cathie,1991,F,6592
Pendleton,Don,1991,M,6593
Piercy,Marge,1991,F,6594
Pirsig,Robert M,1991,M,6595
Porter,Connie Rose,1991,F,6596
Raleigh,Michael,1991,M,6597
Rice,Robert,1991,M,6598
Robson,Lucia St. Clair,1991,F,6599
Roszak,Theodore,1991,M,6600
Sams,Ferrol,1991,M,6601
Camp,John Roswell,1991,M,6602
Camp,John Roswell,1991,M,6603
Sayles,John,1991,M,6604
Saylor,Steven,1991,M,6605
Scarborough,Elizabeth Ann,1991,F,6606
Scofield,Sandra Jean,1991,F,6607
Shreve,Anita,1991,F,6608
Siddons,Anne Rivers,1991,F,6609
Smiley,Jane,1991,F,6610
Solomita,Stephen,1991,M,6611
Stein,Sol,1991,M,6612
Stewart,Edward,1991,M,6613
Swanwick,Michael,1991,M,6614
Tan,Amy,1991,F,6615
Thompson,Carlene,1991,F,6616
Tsukiyama,Gail,1991,F,6617
Tyler,Anne,1991,F,6618
Van Gieson,Judith,1991,F,6619
Vance,Jack,1991,M,6620
Vizenor,Gerald Robert,1991,M,6621
Wilcox,Collin,1991,M,6622
Williams,Walter Jon,1991,M,6623
Wilson,Robert Charles,1991,M,6624
Wolf,Joan,1991,F,6625
Wood,Barbara,1991,F,6626
Wrede,Patricia C.,1991,F,6627
Zahn,Timothy,1991,M,6628
King,Franklin B.,1992,M,6629
Adler,Warren,1992,M,6630
Allen,Charlotte Vale,1992,F,6631
Banks,Russell,1992,M,6632
Bova,Ben,1992,M,6633
Bova,Ben,1992,M,6634
Bova,Ben,1992,M,6635
Brady,James,1992,M,6636
Brooks,Terry,1992,M,6637
Brown,Sandra,1992,F,6638
Bunn,T. Davis,1992,M,6639
Bunn,T. Davis,1992,M,6640
Burns,Olive Ann,1992,F,6641
Caldwell,Joseph,1992,M,6642
Cannell,Dorothy,1992,F,6643
Card,Orson Scott,1992,M,6644
Card,Orson Scott,1992,M,6645
Card,Orson Scott,1992,M,6646
Carey,Diane,1992,F,6647
Carr,Robyn,1992,F,6648
Chamberlain,Diane,1992,F,6649
Charles,Kate,1992,F,6650
Christie,William,1992,M,6651
Clancy,Tom,1992,M,6652
Connelly,Michael,1992,M,6653
Conwell,Kent,1992,M,6654
Coomer,Joe,1992,M,6655
Corman,Avery,1992,M,6656
Cornwell,Patricia Daniels,1992,F,6657
Couch,Dick,1992,M,6658
Crais,Robert,1992,M,6659
Crider,Bill,1992,M,6660
Crider,Bill,1992,M,6661
Crider,Bill,1992,M,6662
D'Amato,Barbara,1992,F,6663
Dart,Iris Rainer,1992,F,6664
Dickson,Gordon R,1992,M,6665
Dickson,Gordon R,1992,M,6666
Dillard,Annie,1992,F,6667
Duncan,David James,1992,M,6668
Feinstein,John,1992,M,6669
Gilchrist,Ellen,1992,F,6670
Golden,Marita,1992,F,6671
Gordon,Noah,1992,M,6672
Goudge,Eileen,1992,F,6673
Gould,Steven,1992,M,6674
Graham,Mark,1992,M,6675
Grimes,Martha,1992,F,6676
Haldeman,Joe W,1992,M,6677
Harrison,Sue,1992,F,6678
Hartov,Steven,1992,M,6679
Harvey,James Neal,1992,M,6680
Hemley,Robin,1992,M,6681
Hess,Joan,1992,F,6682
Highsmith,Patricia,1992,F,6683
Hornsby,Wendy,1992,F,6684
Jordan,Robert,1992,M,6685
Katzenbach,John,1992,M,6686
Kelly,Mary Anne,1992,F,6687
Kemelman,Harry,1992,M,6688
Kilian,Michael,1992,M,6689
King,Stephen,1992,M,6690
Kinsale,Laura,1992,F,6691
Kraft,Eric,1992,M,6692
Krantz,Judith,1992,F,6693
Kurzweil,Allen,1992,M,6694
Lamb,Wally,1992,M,6695
Landrum,Graham,1992,M,6696
Lawhead,Steve,1992,M,6697
Leonard,Elmore,1992,M,6698
Lochte,Dick,1992,M,6699
Malanowski,Jamie,1992,M,6700
McCaffrey,Anne,1992,F,6701
McCaffrey,Anne,1992,F,6702
McCaffrey,Anne,1992,F,6703
McCaffrey,Anne,1992,F,6704
McCammon,Robert R,1992,M,6705
McCorquodale,Robin,1992,F,6706
McInerney,Jay,1992,M,6707
Meyers,Annette,1992,F,6708
Meyers,Annette,1992,F,6709
Mitchell,V. E,1992,F,6710
Modesitt,L. E.,1992,M,6711
Monfredo,Miriam Grace,1992,M,6712
Moore,Christopher,1992,M,6713
Morris,Gilbert,1992,M,6714
Morris,Gilbert,1992,M,6715
Murphy,Shirley Rousseau,1992,F,6716
Neville,Katherine,1992,F,6717
Niven,Larry,1992,M,6718
Nunn,Kem,1992,M,6719
Parker,Robert B.,1992,M,6720
Patchett,Ann,1992,F,6721
Pearson,Ridley,1992,M,6722
Peart,Jane,1992,F,6723
Picoult,Jodi,1992,F,6724
Pinckney,Darryl,1992,M,6725
Prose,Francine,1992,F,6726
Proulx,Annie,1992,F,6727
Raphael,Lev,1992,M,6728
Roberts,Nora,1992,F,6729
Roberts,Nora,1992,F,6730
Ryman,Geoff,1992,M,6731
Sanders,Lawrence,1992,M,6732
Camp,John Roswell,1992,M,6733
Scarborough,Elizabeth Ann,1992,F,6734
Schaeffer,Frank,1992,M,6735
Scofield,Sandra Jean,1992,F,6736
Sheldon,Sidney,1992,M,6737
Shute,Jenefer,1992,F,6738
Simmons,Dan,1992,M,6739
Stabenow,Dana,1992,F,6740
Steel,Danielle,1992,F,6741
Tepper,Sheri S,1992,F,6742
Thayer,Steve,1992,M,6743
Truman,Margaret,1992,F,6744
Updike,John,1992,M,6745
Van Gieson,Judith,1992,F,6746
Varley,John,1992,M,6747
Vinge,Vernor,1992,M,6748
Volk,Toni,1992,F,6749
Walker,Alice,1992,F,6750
Wells,Rebecca,1992,F,6751
Welter,John,1992,M,6752
Williams,Walter Jon,1992,M,6753
Yalom,Irvin D.,1992,M,6754
Zahn,Timothy,1992,M,6755
Abu-Jaber,Diana,1993,F,6756
Adams,Douglas,1993,M,6757
Allegretto,Michael,1993,M,6758
Allen,Charlotte Vale,1993,F,6759
Allende,Isabel,1993,F,6760
Ansa,Tina McElroy,1993,F,6761
Barr,Nevada,1993,F,6762
Baumgold,Julie,1993,F,6763
Benitez,Sandra,1993,F,6764
Berg,Elizabeth,1993,F,6765
Bickmore,Barbara,1993,F,6766
Bova,Ben,1993,M,6767
Bradley,Marion Zimmer,1993,F,6768
Brin,David,1993,M,6769
Brooks,Terry,1993,M,6770
Brown,Rosellen,1993,F,6771
Brust,Steven,1993,M,6772
Buechner,Frederick,1993,M,6773
Bunn,T. Davis,1993,M,6774
Butler,Octavia E,1993,F,6775
Byrd,Max,1993,0,6776
Card,Orson Scott,1993,M,6777
Carroll,Jonathan,1993,M,6778
Charles,Kate,1993,F,6779
Charles,Kate,1993,F,6780
Collins,Max Allan,1993,M,6781
Conwell,Kent,1993,M,6782
Cook,Thomas H,1993,M,6783
Cornwell,Patricia Daniels,1993,F,6784
Daheim,Mary,1993,F,6785
Daheim,Mary,1993,F,6786
Davidson,Diane Mott,1993,F,6787
DeMille,Nelson,1993,M,6788
Drake,David,1993,M,6789
Dubus,Andre,1993,M,6790
Dunlap,Susan,1993,F,6791
Emerson,Earl W,1993,M,6792
Eugenides,Jeffrey,1993,M,6793
Fischer,John,1993,M,6794
Flook,Maria,1993,F,6795
Freed,Lynn,1993,F,6796
Friedman,Michael Jan,1993,M,6797
Frost,Mark,1993,M,6798
Gabaldon,Diana,1993,F,6799
Gaines,Ernest J.,1993,M,6800
Gibson,William,1993,M,6801
Grafton,Sue,1993,F,6802
Grafton,Sue,1993,F,6803
Grimes,Martha,1993,F,6804
Harington,Donald,1993,M,6805
Haynes,David,1993,M,6806
Hess,Joan,1993,F,6807
Hooper,Kay,1993,F,6808
Jacobs,Nancy Baker,1993,F,6809
Jordan,Robert,1993,M,6810
Kauffman,Janet,1993,F,6811
King,Laurie R,1993,F,6812
Lackey,Mercedes,1993,F,6813
Lackey,Mercedes,1993,F,6814
Leonard,Elmore,1993,M,6815
Lightman,Alan P.,1993,M,6816
Lutz,John,1993,M,6817
Mandino,Og,1993,M,6818
Mann,Paul,1993,M,6819
Matheson,Richard,1993,M,6820
McCaffrey,Anne,1993,F,6821
McCrumb,Sharyn,1993,F,6822
McDermott,Alice,1993,F,6823
Mcdonald,Gregory,1993,M,6824
Meier,Paul D,1993,M,6825
Meyer,Nicholas,1993,M,6826
Mickle,Shelley Fraser,1993,F,6827
Miller,Linda Lael,1993,F,6828
Millhiser,Marlys,1993,F,6829
Morris,Gilbert,1993,M,6830
Muller,Marcia,1993,F,6831
Newman,Sharan,1993,F,6832
Niven,Larry,1993,M,6833
Norton,Andre,1993,F,6834
Parker,Thomas Trebitsch,1993,M,6835
Paxson,Diana L,1993,F,6836
Pearson,Ryne Douglas,1993,M,6837
Peart,Jane,1993,F,6838
Peel,John,1993,M,6839
Pelletier,Cathie,1993,F,6840
Picoult,Jodi,1993,F,6841
Pronzini,Bill,1993,M,6842
Proulx,Annie,1993,F,6843
Rhodes,Jewell Parker,1993,F,6844
Rice,Anne,1993,F,6845
Roberts,Les,1993,M,6846
Robinson,Kim Stanley,1993,M,6847
Robinson,Spider,1993,M,6848
Ross,Kate,1993,F,6849
Sanders,Lawrence,1993,M,6850
Sanders,Lawrence,1993,M,6851
Camp,John Roswell,1993,M,6852
Scofield,Sandra Jean,1993,F,6853
Sherman,Charlotte Watson,1993,F,6854
Sidhwa,Bapsi,1993,F,6855
Slonczewski,Joan,1993,F,6856
Smith,Scott,1993,M,6857
Straub,Peter,1993,M,6858
Tarr,Judith,1993,F,6859
Tarr,Judith,1993,F,6860
Tepper,Sheri S,1993,F,6861
Van Gieson,Judith,1993,F,6862
Vance,Jack,1993,M,6863
Watt-Evans,Lawrence,1993,M,6864
Wilcox,Collin,1993,M,6865
Wilcox,Collin,1993,M,6866
Willeford,Charles Ray,1993,M,6867
Williams,Tad,1993,M,6868
Wolf,Joan,1993,F,6869
Wolfe,Gene,1993,M,6870
Wood,Barbara,1993,F,6871
Wood,Jane Roberts,1993,F,6872
Wurts,Janny,1993,F,6873
Zahn,Timothy,1993,M,6874
Adler,Warren,1994,M,6875
Aline,Countess of Romanones,1994,F,6876
Alvarez,Julia,1994,F,6877
Barr,Nevada,1994,F,6878
Begleiter,Ludwik,1994,M,6879
Benford,Gregory,1994,M,6880
Berg,Elizabeth,1994,F,6881
Blauner,Peter,1994,M,6882
Block,Barbara,1994,F,6883
Bova,Ben,1994,M,6884
Bova,Ben,1994,M,6885
Bowen,Peter,1994,M,6886
Brooks,Terry,1994,M,6887
Bruno,Anthony,1994,M,6888
Brust,Steven,1994,M,6889
Buckley,Christopher,1994,M,6890
Bunn,T. Davis,1994,M,6891
Bunn,T. Davis,1994,M,6892
Cannell,Dorothy,1994,F,6893
Card,Orson Scott,1994,M,6894
Carroll,Jonathan,1994,M,6895
Carver,Jeffrey A,1994,M,6896
Collins,Jackie,1994,F,6897
Collins,Max Allan,1994,M,6898
Conwell,Kent,1994,M,6899
Conwell,Kent,1994,M,6900
Crider,Bill,1994,M,6901
Crider,Bill,1994,M,6902
Crispin,A. C,1994,F,6903
Daheim,Mary,1994,F,6904
Daheim,Mary,1994,F,6905
Danticat,Edwidge,1994,F,6906
Davenport,Kiana,1994,F,6907
Davidson,Diane Mott,1994,F,6908
Dawson,Janet,1994,F,6909
Deaver,Jeffery,1994,M,6910
Delinsky,Barbara,1994,F,6911
DeMille,Nelson,1994,M,6912
Dereske,Jo,1994,F,6913
Dickson,Gordon R,1994,M,6914
Dickson,Gordon R,1994,M,6915
Douglas,Carole Nelson,1994,F,6916
Drury,Tom,1994,M,6917
Dunlap,Susan,1994,F,6918
Dunn,Carola,1994,F,6919
Dunne,John Gregory,1994,M,6920
Feist,Raymond E,1994,M,6921
Fischer,John,1994,M,6922
Flook,Maria,1994,F,6923
Flora,Kate,1994,F,6924
Friedman,Michael Jan,1994,M,6925
Fuhrman,Chris,1994,M,6926
Gillespie,Donna,1994,F,6927
Goudge,Eileen,1994,F,6928
Grafton,Sue,1994,F,6929
Grau,Shirley Ann,1994,F,6930
Grimsley,Jim,1994,M,6931
Hall,Barbara,1994,F,6932
Hamilton,Laurell K.,1994,F,6933
Harrison,Sue,1994,F,6934
Hearon,Shelby,1994,F,6935
Hellenga,Robert,1994,M,6936
Heller,Joseph,1994,M,6937
Hess,Joan,1994,F,6938
Hunter,Stephen,1994,M,6939
Jedren,Susan,1994,F,6940
Jordan,Robert,1994,M,6941
Dillard,J.M.,1994,F,6942
Karon,Jan,1994,F,6943
Kellerman,Faye,1994,F,6944
Kellerman,Faye,1994,F,6945
King,Stephen,1994,M,6946
Lackey,Mercedes,1994,F,6947
Leon,Donna,1994,F,6948
Lester,Julius,1994,M,6949
Lethem,Jonathan,1994,M,6950
Lightman,Alan P.,1994,M,6951
Lupoff,Richard A.,1994,M,6952
Lutz,John,1994,M,6953
McCaffrey,Anne,1994,F,6954
McCaffrey,Anne,1994,F,6955
McDevitt,Jack,1994,M,6956
McFarland,Dennis,1994,M,6957
Merlis,Mark,1994,M,6958
Modesitt,L. E.,1994,M,6959
Moore,Christopher,1994,M,6960
Morris,Lynn,1994,F,6961
Morris,Lynn,1994,F,6962
Mosher,Howard Frank,1994,M,6963
Naumoff,Lawrence,1994,M,6964
Newman,Christopher,1994,M,6965
Norman,Howard A,1994,M,6966
O'Brien,Tim,1994,M,6967
O'Nan,Stewart,1994,M,6968
Owen,Howard,1994,M,6969
Patchett,Ann,1994,F,6970
Peck,Robert Newton,1994,M,6971
Pelecanos,George P,1994,M,6972
Pelletier,Cathie,1994,F,6973
Phillips,Michael R.,1994,M,6974
Pollack,Rachel,1994,F,6975
Pronzini,Bill,1994,M,6976
Krentz,Jayne Ann,1994,F,6977
Rice,Anne,1994,F,6978
Roberts,Les,1994,M,6979
Roberts,Les,1994,M,6980
Roberts,Nora,1994,F,6981
Robinson,Kim Stanley,1994,M,6982
Ross,Kate,1994,F,6983
Sallis,James,1994,M,6984
Camp,John Roswell,1994,M,6985
Scott,Justin,1994,M,6986
Siddons,Anne Rivers,1994,F,6987
Simons,Paullina,1994,F,6988
Sinclair,April,1994,F,6989
Smith,Mary-Ann Tirone,1994,F,6990
Stone,Katherine,1994,F,6991
Tarr,Judith,1994,F,6992
Tepper,Sheri S,1994,F,6993
Truman,Margaret,1994,F,6994
Tyers,Kathy,1994,F,6995
Watts,Timothy,1994,M,6996
Wilson,Robert Charles,1994,M,6997
Wiltz,Chris,1994,F,6998
Wolf,Joan,1994,F,6999
Wolfe,Gene,1994,M,7000
Womack,Jack,1994,M,7001
Wrede,Patricia C.,1994,F,7002
Zahn,Timothy,1994,M,7003
Alexie,Sherman,1995,M,7004
Allen,Roger MacBride,1995,M,7005
Allen,Roger MacBride,1995,M,7006
Allyn,Douglas,1995,M,7007
Asaro,Catherine,1995,F,7008
Banks,Russell,1995,M,7009
Benford,Gregory,1995,M,7010
Berenson,Laurien,1995,F,7011
Blaylock,James P.,1995,M,7012
Bohjalian,Chris,1995,M,7013
Bourdain,Anthony,1995,M,7014
Bova,Ben,1995,M,7015
Bowen,Peter,1995,M,7016
Bradley,Marion Zimmer,1995,F,7017
Bradley,Marion Zimmer,1995,F,7018
Briggs,Patricia,1995,F,7019
Brin,David,1995,M,7020
Brooks,Terry,1995,M,7021
Brouwer,Sigmund,1995,M,7022
Bunn,T. Davis,1995,M,7023
Burke,Jan,1995,F,7024
Cannell,Dorothy,1995,F,7025
Card,Orson Scott,1995,M,7026
Card,Orson Scott,1995,M,7027
Carver,Jeffrey A,1995,M,7028
Chafets,Zeev,1995,M,7029
Chehak,Susan Taylor,1995,F,7030
Chester,Laura,1995,F,7031
Codrescu,Andrei,1995,M,7032
Coel,Margaret,1995,F,7033
Collins,Max Allan,1995,M,7034
Connelly,Michael,1995,M,7035
Connelly,Michael,1995,M,7036
Cornwell,Patricia Daniels,1995,F,7037
Crais,Robert,1995,M,7038
D'Amato,Barbara,1995,F,7039
Daheim,Mary,1995,F,7040
Daheim,Mary,1995,F,7041
Dart,Iris Rainer,1995,F,7042
Daugharty,Janice,1995,F,7043
Davidson,Diane Mott,1995,F,7044
Davis,Bart,1995,M,7045
Davis,Kathryn Lynn,1995,0,7046
Del Vecchio,John M.,1995,M,7047
Delinsky,Barbara,1995,F,7048
Dentinger,Jane,1995,F,7049
Dereske,Jo,1995,F,7050
Dexter,Pete,1995,M,7051
Dold,Gaylord,1995,M,7052
Due,Tananarive,1995,F,7053
Dunn,Carola,1995,F,7054
Elkin,Stanley,1995,M,7055
Emerson,Earl W,1995,M,7056
Feist,Raymond E,1995,M,7057
Fleming,John Henry,1995,M,7058
Flora,Kate,1995,F,7059
Foster,Alan Dean,1995,M,7060
Gorman,Edward,1995,M,7061
Grafton,Sue,1995,F,7062
Graham,Philip,1995,M,7063
Griffith,Nicola,1995,F,7064
Hall,Parnell,1995,M,7065
Hannah,Kristin,1995,F,7066
Haywood,Gar Anthony,1995,M,7067
Hazelgrove,William Elliott,1995,M,7068
Heath,William,1995,M,7069
Heim,Scott,1995,M,7070
Hendricks,Vicki,1995,F,7071
Henry,Sue,1995,F,7072
Hess,Joan,1995,F,7073
Hoag,Tami,1995,F,7074
Hornsby,Wendy,1995,F,7075
Jaffe,Rona,1995,M,7076
Johnston,Terry C.,1995,M,7077
Dillard,J.M.,1995,F,7078
Kaminsky,Stuart M,1995,M,7079
Kelner,Toni L. P,1995,F,7080
Kilmer,Nicholas,1995,M,7081
Kirkpatrick,Jane,1995,F,7082
Kurtz,Don,1995,M,7083
Lackey,Mercedes,1995,F,7084
Lackey,Mercedes,1995,F,7085
Lackey,Mercedes,1995,F,7086
Leonard,Elmore,1995,M,7087
Lethem,Jonathan,1995,M,7088
Lindsey,Johanna,1995,F,7089
Lochte,Dick,1995,M,7090
Lovett,Sarah,1995,F,7091
Lutz,John,1995,M,7092
Maguire,Gregory,1995,M,7093
Mann,Paul,1995,M,7094
Matheson,Richard,1995,M,7095
Mattison,Alice,1995,F,7096
McCaffrey,Anne,1995,F,7097
McClendon,Lise,1995,F,7098
McKillip,Patricia A,1995,F,7099
Modesitt,L. E.,1995,M,7100
Modesitt,L. E.,1995,M,7101
Mordden,Ethan,1995,M,7102
Morris,Lynn,1995,F,7103
Morris,Mary McGarry,1995,F,7104
Morrow,Bradford,1995,M,7105
Muller,Marcia,1995,F,7106
Murray,Albert,1995,M,7107
Niven,Larry,1995,M,7108
Norton,Andre,1995,F,7109
Nunez,Sigrid,1995,F,7110
Olds,Bruce,1995,M,7111
Patterson,James,1995,M,7112
Pearson,Ridley,1995,M,7113
Pearson,Ridley,1995,M,7114
Penman,Sharon Kay,1995,F,7115
Phillips,Michael R.,1995,M,7116
Picoult,Jodi,1995,F,7117
Powers,Richard,1995,M,7118
Pronzini,Bill,1995,M,7119
Prose,Francine,1995,F,7120
Rice,Anne,1995,F,7121
Roberts,Nora,1995,F,7122
Ross,Kate,1995,F,7123
Rozan,S. J,1995,F,7124
Camp,John Roswell,1995,M,7125
Schulman,Sarah,1995,F,7126
Scott,Justin,1995,M,7127
Senz,Benjamin Alire,1995,M,7128
Shepard,Elizabeth,1995,F,7129
Standiford,Les,1995,M,7130
Stone,Katherine,1995,F,7131
Tan,Amy,1995,F,7132
Trott,Susan,1995,F,7133
Tyler,Anne,1995,F,7134
Vachss,Andrew H,1995,M,7135
Van Wormer,Laura,1995,F,7136
Verdelle,A. J.,1995,F,7137
Viramontes,Helena Mara,1995,F,7138
Wells,Martha,1995,F,7139
Wilcox,Collin,1995,M,7140
Williams,Walter Jon,1995,M,7141
Zahn,Timothy,1995,M,7142
Adams,Alice,1996,F,7143
Albert,Susan Wittig,1996,F,7144
Alexie,Sherman,1996,M,7145
Baldacci,David,1996,M,7146
Barker,Clive,1996,M,7147
Barre,Richard,1996,M,7148
Begleiter,Ludwik,1996,M,7149
Benjamin,Carol Lea,1996,F,7150
Berg,Elizabeth,1996,F,7151
Bisson,Terry,1996,M,7152
Bowen,Peter,1996,M,7153
Boyle,Gerry,1996,M,7154
Bradford,Barbara Taylor,1996,F,7155
Bradley,Marion Zimmer,1996,F,7156
Brooks,Terry,1996,M,7157
Brown,Dale,1996,M,7158
Brown,Sandra,1996,F,7159
Bujold,Lois McMaster,1996,F,7160
Bujold,Lois McMaster,1996,F,7161
Bunn,T. Davis,1996,M,7162
Burke,Jan,1996,F,7163
Cannell,Stephen J,1996,M,7164
Card,Orson Scott,1996,M,7165
Card,Orson Scott,1996,M,7166
Cavanaugh,Jack,1996,M,7167
Chamberlain,Diane,1996,F,7168
Chappell,Fred,1996,#N/A,7169
Clancy,Tom,1996,M,7170
Coel,Margaret,1996,F,7171
Connor,Beverly,1996,F,7172
Cook,Thomas H,1996,M,7173
Craig,Philip R.,1996,M,7174
Crider,Bill,1996,M,7175
Crider,Bill,1996,M,7176
Crum,Laura,1996,F,7177
Daheim,Mary,1996,F,7178
Daheim,Mary,1996,F,7179
Darnton,John,1996,M,7180
Daugharty,Janice,1996,F,7181
Davidson,Diane Mott,1996,F,7182
